#EXPORTTYPE:DATA SINGLE
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:001924
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#DATE/TIME:13.12.2016 15:32
#CORR. FILE:001923_bline_Al_250_16_N2_20.ngb-bd3
#TEMPCAL:TCALZERO.TMX
#SENSITIVITY:SENSZERO.EXX
#SAMPLE MASS /mg:8.19
#MATERIAL:íåò
#REFERENCE:
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:Pan Al, closed
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#M.RANGE /µV:5000
#TAU-R:---
#CORR. CODE:020
#EXO:+1
#RANGE:-10°C/10,0(K/min)/270°C
#SEGMENT:S2/2
#SEG. 2:-10°C/10,0(K/min)/270°C

##Temp./°C;Time/min;DSC/(uV/mg);Sensit./(uV/mW)
 84.10128;12.77900;    -1.02995;1.00000
 84.27177;12.79600;    -1.02759;1.00000
 84.44209;12.81300;    -1.02889;1.00000
 84.61253;12.83000;    -1.03031;1.00000
 84.78331;12.84700;    -1.03082;1.00000
 84.95428;12.86400;    -1.03327;1.00000
 85.12557;12.88100;    -1.03368;1.00000
 85.29685;12.89800;    -1.03311;1.00000
 85.46804;12.91500;    -1.03250;1.00000
 85.63920;12.93200;    -1.03425;1.00000
 85.81005;12.94900;    -1.03731;1.00000
 85.98048;12.96600;    -1.04063;1.00000
 86.15078;12.98300;    -1.04136;1.00000
 86.32121;13.00000;    -1.04058;1.00000
 86.49183;13.01700;    -1.03919;1.00000
 86.66288;13.03400;    -1.03731;1.00000
 86.83407;13.05100;    -1.03605;1.00000
 87.00498;13.06800;    -1.03350;1.00000
 87.17573;13.08500;    -1.03368;1.00000
 87.34681;13.10200;    -1.03408;1.00000
 87.51786;13.11900;    -1.03910;1.00000
 87.68899;13.13600;    -1.04515;1.00000
 87.86038;13.15300;    -1.04682;1.00000
 88.03209;13.17000;    -1.04718;1.00000
 88.20376;13.18700;    -1.04631;1.00000
 88.37542;13.20400;    -1.04558;1.00000
 88.54661;13.22100;    -1.04549;1.00000
 88.71705;13.23800;    -1.04503;1.00000
 88.88704;13.25500;    -1.04610;1.00000
 89.05691;13.27200;    -1.04637;1.00000
 89.22654;13.28900;    -1.04606;1.00000
 89.39606;13.30600;    -1.04495;1.00000
 89.56556;13.32300;    -1.04092;1.00000
 89.73514;13.34000;    -1.04090;1.00000
 89.90459;13.35700;    -1.04096;1.00000
 90.07403;13.37400;    -1.04453;1.00000
 90.24326;13.39100;    -1.04357;1.00000
 90.41265;13.40800;    -1.04500;1.00000
 90.58235;13.42500;    -1.04806;1.00000
 90.75217;13.44200;    -1.04744;1.00000
 90.92209;13.45900;    -1.04738;1.00000
 91.09203;13.47600;    -1.04604;1.00000
 91.26188;13.49300;    -1.04406;1.00000
 91.43169;13.51000;    -1.04395;1.00000
 91.60171;13.52700;    -1.04397;1.00000
 91.77177;13.54400;    -1.04481;1.00000
 91.94229;13.56100;    -1.04750;1.00000
 92.11292;13.57800;    -1.04819;1.00000
 92.28364;13.59500;    -1.04803;1.00000
 92.45455;13.61200;    -1.04975;1.00000
 92.62562;13.62900;    -1.05145;1.00000
 92.79688;13.64600;    -1.05341;1.00000
 92.96820;13.66300;    -1.05561;1.00000
 93.13975;13.68000;    -1.05730;1.00000
 93.31133;13.69700;    -1.06038;1.00000
 93.48280;13.71400;    -1.06104;1.00000
 93.65410;13.73100;    -1.06206;1.00000
 93.82536;13.74800;    -1.06183;1.00000
 93.99614;13.76500;    -1.06459;1.00000
 94.16669;13.78200;    -1.06635;1.00000
 94.33729;13.79900;    -1.06417;1.00000
 94.50772;13.81600;    -1.05739;1.00000
 94.67802;13.83300;    -1.05505;1.00000
 94.84836;13.85000;    -1.05466;1.00000
 95.01842;13.86700;    -1.05645;1.00000
 95.18831;13.88400;    -1.05633;1.00000
 95.35801;13.90100;    -1.05737;1.00000
 95.52757;13.91800;    -1.05886;1.00000
 95.69732;13.93500;    -1.05845;1.00000
 95.86704;13.95200;    -1.05753;1.00000
 96.03669;13.96900;    -1.05446;1.00000
 96.20648;13.98600;    -1.05328;1.00000
 96.37639;14.00300;    -1.05253;1.00000
 96.54646;14.02000;    -1.05244;1.00000
 96.71652;14.03700;    -1.05337;1.00000
 96.88667;14.05400;    -1.05427;1.00000
 97.05710;14.07100;    -1.05439;1.00000
 97.22770;14.08800;    -1.05296;1.00000
 97.39881;14.10500;    -1.05484;1.00000
 97.57036;14.12200;    -1.05893;1.00000
 97.74196;14.13900;    -1.06496;1.00000
 97.91367;14.15600;    -1.06710;1.00000
 98.08536;14.17300;    -1.06796;1.00000
 98.25681;14.19000;    -1.07034;1.00000
 98.42796;14.20700;    -1.07232;1.00000
 98.59904;14.22400;    -1.07172;1.00000
 98.76965;14.24100;    -1.07109;1.00000
 98.94001;14.25800;    -1.06976;1.00000
 99.11012;14.27500;    -1.06471;1.00000
 99.27992;14.29200;    -1.06052;1.00000
 99.44953;14.30900;    -1.05670;1.00000
 99.61909;14.32600;    -1.05601;1.00000
 99.78861;14.34300;    -1.05853;1.00000
 99.95815;14.36000;    -1.05791;1.00000
100.12782;14.37700;    -1.05735;1.00000
100.29759;14.39400;    -1.05703;1.00000
100.46771;14.41100;    -1.05886;1.00000
100.63840;14.42800;    -1.06179;1.00000
100.80922;14.44500;    -1.06412;1.00000
100.98032;14.46200;    -1.06227;1.00000
101.15142;14.47900;    -1.06108;1.00000
101.32242;14.49600;    -1.06159;1.00000
101.49332;14.51300;    -1.06633;1.00000
101.66385;14.53000;    -1.06934;1.00000
101.83414;14.54700;    -1.07249;1.00000
102.00426;14.56400;    -1.07342;1.00000
102.17467;14.58100;    -1.07075;1.00000
102.34511;14.59800;    -1.06415;1.00000
102.51557;14.61500;    -1.05778;1.00000
102.68605;14.63200;    -1.05685;1.00000
102.85640;14.64900;    -1.05833;1.00000
103.02648;14.66600;    -1.05930;1.00000
103.19632;14.68300;    -1.06016;1.00000
103.36621;14.70000;    -1.06276;1.00000
103.53600;14.71700;    -1.06644;1.00000
103.70600;14.73400;    -1.06975;1.00000
103.87597;14.75100;    -1.07148;1.00000
104.04585;14.76800;    -1.06808;1.00000
104.21531;14.78500;    -1.06282;1.00000
104.38441;14.80200;    -1.05854;1.00000
104.55296;14.81900;    -1.05812;1.00000
104.72113;14.83600;    -1.05761;1.00000
104.88918;14.85300;    -1.05678;1.00000
105.05737;14.87000;    -1.05604;1.00000
105.22594;14.88700;    -1.05431;1.00000
105.39504;14.90400;    -1.05141;1.00000
105.56451;14.92100;    -1.04500;1.00000
105.73414;14.93800;    -1.03983;1.00000
105.90390;14.95500;    -1.04380;1.00000
106.07374;14.97200;    -1.05113;1.00000
106.24347;14.98900;    -1.05608;1.00000
106.41352;15.00600;    -1.05984;1.00000
106.58393;15.02300;    -1.06309;1.00000
106.75444;15.04000;    -1.06620;1.00000
106.92522;15.05700;    -1.06698;1.00000
107.09585;15.07400;    -1.06342;1.00000
107.26645;15.09100;    -1.05890;1.00000
107.43671;15.10800;    -1.05636;1.00000
107.60680;15.12500;    -1.05716;1.00000
107.77674;15.14200;    -1.05547;1.00000
107.94655;15.15900;    -1.05491;1.00000
108.11655;15.17600;    -1.05588;1.00000
108.28640;15.19300;    -1.05702;1.00000
108.45645;15.21000;    -1.05923;1.00000
108.62658;15.22700;    -1.06626;1.00000
108.79653;15.24400;    -1.08045;1.00000
108.96628;15.26100;    -1.08638;1.00000
109.13603;15.27800;    -1.07690;1.00000
109.30558;15.29500;    -1.06463;1.00000
109.47523;15.31200;    -1.05586;1.00000
109.64513;15.32900;    -1.05123;1.00000
109.81514;15.34600;    -1.04945;1.00000
109.98528;15.36300;    -1.04804;1.00000
110.15561;15.38000;    -1.04737;1.00000
110.32612;15.39700;    -1.04919;1.00000
110.49659;15.41400;    -1.05180;1.00000
110.66691;15.43100;    -1.05734;1.00000
110.83715;15.44800;    -1.06123;1.00000
111.00754;15.46500;    -1.06322;1.00000
111.17809;15.48200;    -1.06382;1.00000
111.34889;15.49900;    -1.06348;1.00000
111.52004;15.51600;    -1.06277;1.00000
111.69121;15.53300;    -1.05947;1.00000
111.86251;15.55000;    -1.05780;1.00000
112.03336;15.56700;    -1.05731;1.00000
112.20403;15.58400;    -1.05761;1.00000
112.37431;15.60100;    -1.05987;1.00000
112.54448;15.61800;    -1.06397;1.00000
112.71476;15.63500;    -1.06717;1.00000
112.88532;15.65200;    -1.06788;1.00000
113.05591;15.66900;    -1.06513;1.00000
113.22630;15.68600;    -1.05977;1.00000
113.39665;15.70300;    -1.05511;1.00000
113.56646;15.72000;    -1.05463;1.00000
113.73574;15.73700;    -1.05681;1.00000
113.90444;15.75400;    -1.05918;1.00000
114.07329;15.77100;    -1.05974;1.00000
114.24246;15.78800;    -1.05870;1.00000
114.41225;15.80500;    -1.05842;1.00000
114.58226;15.82200;    -1.05514;1.00000
114.75236;15.83900;    -1.05149;1.00000
114.92264;15.85600;    -1.05058;1.00000
115.09310;15.87300;    -1.05170;1.00000
115.26391;15.89000;    -1.05762;1.00000
115.43478;15.90700;    -1.06090;1.00000
115.60591;15.92400;    -1.06333;1.00000
115.77743;15.94100;    -1.06475;1.00000
115.94924;15.95800;    -1.06709;1.00000
116.12113;15.97500;    -1.06859;1.00000
116.29275;15.99200;    -1.06921;1.00000
116.46399;16.00900;    -1.07125;1.00000
116.63480;16.02600;    -1.07268;1.00000
116.80527;16.04300;    -1.07305;1.00000
116.97526;16.06000;    -1.07011;1.00000
117.14502;16.07700;    -1.06714;1.00000
117.31424;16.09400;    -1.06477;1.00000
117.48336;16.11100;    -1.06246;1.00000
117.65244;16.12800;    -1.05968;1.00000
117.82160;16.14500;    -1.05661;1.00000
117.99043;16.16200;    -1.05601;1.00000
118.15932;16.17900;    -1.05457;1.00000
118.32810;16.19600;    -1.05487;1.00000
118.49693;16.21300;    -1.05611;1.00000
118.66595;16.23000;    -1.05968;1.00000
118.83512;16.24700;    -1.06169;1.00000
119.00467;16.26400;    -1.06044;1.00000
119.17437;16.28100;    -1.05999;1.00000
119.34418;16.29800;    -1.05994;1.00000
119.51394;16.31500;    -1.05781;1.00000
119.68365;16.33200;    -1.05752;1.00000
119.85321;16.34900;    -1.05881;1.00000
120.02303;16.36600;    -1.06158;1.00000
120.19332;16.38300;    -1.06416;1.00000
120.36411;16.40000;    -1.06657;1.00000
120.53521;16.41700;    -1.06533;1.00000
120.70655;16.43400;    -1.06341;1.00000
120.87780;16.45100;    -1.06210;1.00000
121.04883;16.46800;    -1.06651;1.00000
121.21978;16.48500;    -1.07302;1.00000
121.39063;16.50200;    -1.07857;1.00000
121.56172;16.51900;    -1.07989;1.00000
121.73276;16.53600;    -1.07908;1.00000
121.90375;16.55300;    -1.07415;1.00000
122.07433;16.57000;    -1.06794;1.00000
122.24435;16.58700;    -1.06750;1.00000
122.41377;16.60400;    -1.06898;1.00000
122.58257;16.62100;    -1.07071;1.00000
122.75089;16.63800;    -1.06965;1.00000
122.91912;16.65500;    -1.06694;1.00000
123.08765;16.67200;    -1.06274;1.00000
123.25596;16.68900;    -1.05969;1.00000
123.42439;16.70600;    -1.05568;1.00000
123.59267;16.72300;    -1.05563;1.00000
123.76081;16.74000;    -1.05473;1.00000
123.92933;16.75700;    -1.05564;1.00000
124.09823;16.77400;    -1.05798;1.00000
124.26739;16.79100;    -1.05888;1.00000
124.43679;16.80800;    -1.06038;1.00000
124.60643;16.82500;    -1.06114;1.00000
124.77622;16.84200;    -1.06257;1.00000
124.94616;16.85900;    -1.06496;1.00000
125.11637;16.87600;    -1.06855;1.00000
125.28669;16.89300;    -1.06939;1.00000
125.45690;16.91000;    -1.07061;1.00000
125.62723;16.92700;    -1.07036;1.00000
125.79759;16.94400;    -1.07359;1.00000
125.96779;16.96100;    -1.07574;1.00000
126.13819;16.97800;    -1.07729;1.00000
126.30851;16.99500;    -1.07705;1.00000
126.47884;17.01200;    -1.07688;1.00000
126.64935;17.02900;    -1.07704;1.00000
126.81962;17.04600;    -1.07628;1.00000
126.98994;17.06300;    -1.07629;1.00000
127.16012;17.08000;    -1.07712;1.00000
127.33015;17.09700;    -1.07886;1.00000
127.50011;17.11400;    -1.07935;1.00000
127.67030;17.13100;    -1.07767;1.00000
127.84054;17.14800;    -1.06684;1.00000
128.01097;17.16500;    -1.06171;1.00000
128.18149;17.18200;    -1.06156;1.00000
128.35193;17.19900;    -1.06672;1.00000
128.52232;17.21600;    -1.07110;1.00000
128.69275;17.23300;    -1.07342;1.00000
128.86348;17.25000;    -1.07704;1.00000
129.03412;17.26700;    -1.08332;1.00000
129.20490;17.28400;    -1.08711;1.00000
129.37562;17.30100;    -1.08730;1.00000
129.54666;17.31800;    -1.08519;1.00000
129.71782;17.33500;    -1.08278;1.00000
129.88921;17.35200;    -1.08336;1.00000
130.06050;17.36900;    -1.08272;1.00000
130.23158;17.38600;    -1.08256;1.00000
130.40247;17.40300;    -1.07988;1.00000
130.57308;17.42000;    -1.08094;1.00000
130.74333;17.43700;    -1.08298;1.00000
130.91326;17.45400;    -1.08449;1.00000
131.08313;17.47100;    -1.08318;1.00000
131.25281;17.48800;    -1.08189;1.00000
131.42243;17.50500;    -1.07715;1.00000
131.59207;17.52200;    -1.07213;1.00000
131.76152;17.53900;    -1.06715;1.00000
131.93079;17.55600;    -1.06470;1.00000
132.09991;17.57300;    -1.06599;1.00000
132.26875;17.59000;    -1.06762;1.00000
132.43760;17.60700;    -1.07075;1.00000
132.60689;17.62400;    -1.07448;1.00000
132.77644;17.64100;    -1.07700;1.00000
132.94649;17.65800;    -1.08092;1.00000
133.11696;17.67500;    -1.08172;1.00000
133.28767;17.69200;    -1.08130;1.00000
133.45838;17.70900;    -1.08016;1.00000
133.62895;17.72600;    -1.08012;1.00000
133.79940;17.74300;    -1.08169;1.00000
133.96983;17.76000;    -1.08239;1.00000
134.14055;17.77700;    -1.08396;1.00000
134.31128;17.79400;    -1.08330;1.00000
134.48211;17.81100;    -1.07900;1.00000
134.65288;17.82800;    -1.07786;1.00000
134.82325;17.84500;    -1.07787;1.00000
134.99325;17.86200;    -1.07842;1.00000
135.16301;17.87900;    -1.07960;1.00000
135.33252;17.89600;    -1.07955;1.00000
135.50214;17.91300;    -1.07852;1.00000
135.67207;17.93000;    -1.07699;1.00000
135.84218;17.94700;    -1.07628;1.00000
136.01237;17.96400;    -1.07506;1.00000
136.18244;17.98100;    -1.07349;1.00000
136.35249;17.99800;    -1.07162;1.00000
