#EXPORTTYPE:DATA SINGLE
#FTYPE:ANSI
#IDENTITY:005924
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#PROJECT:
#DATE/TIME:22.07.2025 13:59
#CORR. FILE:005923_bline_Al2O3_900_20_N2_20_air_20.ngb-bs1
#TEMPCAL:TCALZERO.TCX
#SENSITIVITY:SENSZERO.EXX
#LABORATORY:13
#REMARK:
#SAMPLE:3
#SAMPLE MASS /mg:11.02
#REFERENCE:
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#DSC RANGE /�V:5000
#TG RANGE /mg:5000
#TAU-R:---
#CORR. CODE:020
#EXO:+1
#RANGE:35�C/00:00/35�C/20,0(K/min)/920�C/
#SEGMENT:S2/2
#SEG. 1:35�C/00:15/35�C
#SEG. 2:35�C/20,0(K/min)/920�C

##Temp./�C;Time/min;DSC/(uV/mg);Sensit./(uV/mW)
34.12771;15.2525;2.995306752516263e-177;1.0
34.24319;15.5025;3.5756191620927793e-177;1.0
34.64471;15.7525;6.616585198699609e-177;1.0
35.4829;16.0025;2.387503309343386e-176;1.0
36.80038;16.2525;1.7870869637055018e-175;1.0
38.58895;16.5025;2.725458141322001e-174;1.0
40.80919;16.7525;7.919913500030744e-173;1.0
43.38457;17.0025;3.8751706021359486e-171;1.0
46.28457;17.2525;3.0257762706010003e-169;1.0
49.45557;17.5025;3.452436179674459e-167;1.0
52.86838;17.7525;5.472168904957981e-165;1.0
56.49052;18.0025;1.1405215634851763e-162;1.0
60.29871;18.2525;3.0016229448687584e-160;1.0
64.26776;18.5025;9.559167601061038e-158;1.0
68.38686;18.7525;3.607039714365926e-155;1.0
72.62505;19.0025;1.534949721231468e-152;1.0
76.97686;19.2525;7.277729887593783e-150;1.0
81.44562;19.5025;3.846001440288793e-147;1.0
86.04281;19.7525;2.2911759173400434e-144;1.0
90.75519;20.0025;1.503276210652054e-141;1.0
95.54043;20.2525;1.0208894050177525e-138;1.0
100.40852;20.5025;7.250750122264322e-136;1.0
105.33757;20.7525;5.213271785063825e-133;1.0
110.30386;21.0025;3.66860906815455e-130;1.0
115.31476;21.2525;2.5469126378188796e-127;1.0
120.36462;21.5025;1.7284394073180091e-124;1.0
125.46562;21.7525;1.1624975326500487e-121;1.0
130.61576;22.0025;7.711761627902047e-119;1.0
135.81519;22.2525;5.0357500977454264e-116;1.0
141.05867;22.5025;3.209010591226085e-113;1.0
146.34181;22.7525;1.9810636418774138e-110;1.0
151.65652;23.0025;1.1712860200548881e-107;1.0
156.98776;23.2525;6.506372387802932e-105;1.0
162.32952;23.5025;3.3694582439285107e-102;1.0
167.6811;23.7525;1.6246719977151244e-99;1.0
173.02424;24.0025;7.141452288980873e-97;1.0
178.4181;24.2525;3.058148221232194e-94;1.0
183.81319;24.5025;1.205336041066351e-91;1.0
189.23495;24.7525;4.494592634487313e-89;1.0
194.66867;25.0025;1.558953190692556e-86;1.0
200.1089;25.2525;4.998034368496529e-84;1.0
