#EXPORTTYPE:DATA SINGLE
#FTYPE:ANSI
#IDENTITY:005924
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#PROJECT:
#DATE/TIME:22.07.2025 13:59
#CORR. FILE:005923_bline_Al2O3_900_20_N2_20_air_20.ngb-bs1
#TEMPCAL:TCALZERO.TCX
#SENSITIVITY:SENSZERO.EXX
#LABORATORY:13
#REMARK:
#SAMPLE:3
#SAMPLE MASS /mg:11.02
#REFERENCE:
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#DSC RANGE /�V:5000
#TG RANGE /mg:5000
#TAU-R:---
#CORR. CODE:020
#EXO:+1
#RANGE:35�C/00:00/35�C/20,0(K/min)/920�C/
#SEGMENT:S2/2
#SEG. 1:35�C/00:15/35�C
#SEG. 2:35�C/20,0(K/min)/920�C

##Temp./�C;Time/min;DSC/(uV/mg);Sensit./(uV/mW)
34.12771;15.2525;2.7019690839667002e-121;1.0
34.24319;15.5025;3.0029018526488174e-121;1.0
34.64471;15.7525;4.334403373927083e-121;1.0
35.4829;16.0025;9.31789852800643e-121;1.0
36.80038;16.2525;3.0962766460947766e-120;1.0
38.58895;16.5025;1.5740509924248935e-119;1.0
40.80919;16.7525;1.1768288042800161e-118;1.0
43.38457;17.0025;1.202563130913874e-117;1.0
46.28457;17.2525;1.6275119626404296e-116;1.0
49.45557;17.5025;2.7691913848085944e-115;1.0
52.86838;17.7525;5.7500070250160926e-114;1.0
56.49052;18.0025;1.4106611090829718e-112;1.0
60.29871;18.2525;3.992796123745611e-111;1.0
64.26776;18.5025;1.2715417251385998e-109;1.0
68.38686;18.7525;4.50065676916016e-108;1.0
72.62505;19.0025;1.7194212178031864e-106;1.0
76.97686;19.2525;7.041050427530673e-105;1.0
81.44562;19.5025;3.0923396835975534e-103;1.0
86.04281;19.7525;1.467138458956892e-101;1.0
90.75519;20.0025;7.417548376863224e-100;1.0
95.54043;20.2525;3.850177303073593e-98;1.0
100.40852;20.5025;2.0652803104648107e-96;1.0
105.33757;20.7525;1.1227685248960454e-94;1.0
110.30386;21.0025;6.061608878985079e-93;1.0
115.31476;21.2525;3.266197722765782e-91;1.0
120.36462;21.5025;1.7469866485668975e-89;1.0
125.46562;21.7525;9.35512246877628e-88;1.0
130.61576;22.0025;5.001967805967053e-86;1.0
135.81519;22.2525;2.66756602636158e-84;1.0
141.05867;22.5025;1.4117387642104133e-82;1.0
146.34181;22.7525;7.382158534810374e-81;1.0
151.65652;23.0025;3.787918494621694e-79;1.0
156.98776;23.2525;1.8850158660730275e-77;1.0
162.32952;23.5025;9.054649923486962e-76;1.0
167.6811;23.7525;4.195109377600948e-74;1.0
173.02424;24.0025;1.8502846294069833e-72;1.0
178.4181;24.2525;8.097338948224155e-71;1.0
183.81319;24.5025;3.394080316014598e-69;1.0
189.23495;24.7525;1.3863717539657201e-67;1.0
194.66867;25.0025;5.460567854852744e-66;1.0
200.1089;25.2525;2.0658440951599592e-64;1.0
205.55143;25.5025;7.484980828110856e-63;1.0
210.99462;25.7525;2.594368111939838e-61;1.0
216.43476;26.0025;8.581901552583371e-60;1.0
221.88428;26.2525;2.7307663151196652e-58;1.0
227.32633;26.5025;8.269476448314283e-57;1.0
232.76871;26.7525;2.3951085235501922e-55;1.0
238.20767;27.0025;6.61965514127541e-54;1.0
243.64548;27.2525;1.7483751205950817e-52;1.0
249.08143;27.5025;4.411166240082776e-51;1.0
254.51338;27.7525;1.0618697192798575e-49;1.0
259.93805;28.0025;2.4345244654277175e-48;1.0
265.35876;28.2525;5.326902285900034e-47;1.0
270.77695;28.5025;1.1133803710344617e-45;1.0
276.19;28.7525;2.2198473120212938e-44;1.0
281.58924;29.0025;4.202740713447689e-43;1.0
286.9809;29.2525;7.583321929593199e-42;1.0
292.37414;29.5025;1.3105996607115408e-40;1.0
297.75386;29.7525;2.1525960252890166e-39;1.0
303.12176;30.0025;3.363994196527637e-38;1.0
308.48662;30.2525;5.025502705878217e-37;1.0
313.8459;30.5025;7.168443741806973e-36;1.0
319.19881;30.7525;9.760773596816415e-35;1.0
324.539;31.0025;1.2650649668921704e-33;1.0
329.88081;31.2525;1.5716534433948399e-32;1.0
335.20953;31.5025;1.8589302696568099e-31;1.0
340.52881;31.7525;2.0974174078118726e-30;1.0
345.83971;32.0025;2.2590462686343945e-29;1.0
351.14257;32.2525;2.323463184601395e-28;1.0
356.43828;32.5025;2.283316166715021e-27;1.0
361.72828;32.7525;2.1456199344643524e-26;1.0
367.0099;33.0025;1.9260976009504655e-25;1.0
372.27857;33.2525;1.649030501450885e-24;1.0
377.54776;33.5025;1.354106078099683e-23;1.0
382.80995;33.7525;1.0633563928110834e-22;1.0
388.06524;34.0025;7.987229656984775e-22;1.0
393.31547;34.2525;5.743454013680881e-21;1.0
398.54914;34.5025;3.937719318136222e-20;1.0
403.78914;34.7525;2.596094039862347e-19;1.0
409.01467;35.0025;1.633769470109891e-18;1.0
414.23576;35.2525;9.851140698459514e-18;1.0
419.45133;35.5025;5.689805666428036e-17;1.0
424.66005;35.7525;3.146971394969448e-16;1.0
429.86352;36.0025;1.667872395733489e-15;1.0
435.06228;36.2525;8.472931364363243e-15;1.0
440.25595;36.5025;4.1257598986006064e-14;1.0
445.44429;36.7525;1.9257287191158956e-13;1.0
450.62595;37.0025;8.61379222864432e-13;1.0
455.79943;37.2525;3.6913842281272605e-12;1.0
460.96643;37.5025;1.5165684716113056e-11;1.0
466.13262;37.7525;5.98305792630716e-11;1.0
471.28986;38.0025;2.2619512449981554e-10;1.0
476.44248;38.2525;8.205327929180916e-10;1.0
481.58738;38.5025;2.8542184335859706e-9;1.0
486.731;38.7525;9.536308723418275e-9;1.0
491.87067;39.0025;3.058649808595721e-8;1.0
497.00419;39.2525;9.413909200621964e-8;1.0
502.13805;39.5025;2.7845028786609573e-7;1.0
507.26186;39.7525;7.898754514001338e-7;1.0
512.39067;40.0025;2.155551296832229e-6;1.0
517.51401;40.2525;5.64753883637303e-6;1.0
522.64319;40.5025;1.4235828845585587e-5;1.0
527.76524;40.7525;3.444452063830691e-5;1.0
532.89642;41.0025;8.021941151463878e-5;1.0
538.03724;41.2525;0.00017980527367340843;1.0
543.18938;41.5025;0.00038788008507930504;1.0
548.34905;41.7525;0.0008046804530463936;1.0
553.51486;42.0025;0.0016048170681948947;1.0
558.68424;42.2525;0.003075425518221484;1.0
563.85442;42.5025;0.005660944412999824;1.0
569.04914;42.7525;0.010033769952462506;1.0
574.26004;43.0025;0.01710105178099481;1.0
579.42153;43.2525;0.02784966776262381;1.0
584.76034;43.5025;0.04420791431060131;1.0
590.12663;43.7525;0.06735414812735846;1.0
595.45652;44.0025;0.09801287037312172;1.0
600.64762;44.2525;0.1355313510915143;1.0
605.78352;44.5025;0.17943097666595312;1.0
610.82957;44.7525;0.22738696848758688;1.0
615.74186;45.0025;0.27596659090142445;1.0
620.63857;45.2525;0.32279082567775946;1.0
625.54514;45.5025;0.3642007450570068;1.0
630.45891;45.7525;0.39628228012166133;1.0
635.38019;46.0025;0.41576106464296414;1.0
640.30795;46.2525;0.4205195511928055;1.0
645.26047;46.5025;0.4099193313227982;1.0
650.23586;46.7525;0.38490407524650944;1.0
655.22076;47.0025;0.34806753359658843;1.0
660.21956;47.2525;0.3030247096541572;1.0
665.22481;47.5025;0.25397192469158925;1.0
670.23091;47.7525;0.20494454750460095;1.0
675.24057;48.0025;0.15920542358931447;1.0
680.25676;48.2525;0.11902423322341225;1.0
685.27128;48.5025;0.08567448186767726;1.0
690.27962;48.7525;0.05939820142060041;1.0
695.2828;49.0025;0.03966654061085088;1.0
700.28229;49.2525;0.02551506331348486;1.0
705.28148;49.5025;0.015804471182191495;1.0
710.28419;49.7525;0.009423223303541634;1.0
715.27962;50.0025;0.005414502080274619;1.0
720.27824;50.2525;0.002994834704430021;1.0
725.28181;50.5025;0.0015940864479109665;1.0
730.28156;50.7525;0.0008174289409755268;1.0
735.27953;51.0025;0.0004037350831598601;1.0
740.27238;51.2525;0.00019217193997548624;1.0
745.26028;51.5025;8.81594711773758e-5;1.0
750.24348;51.7525;3.898198167818982e-5;1.0
755.23029;52.0025;1.6591632769654773e-5;1.0
760.23334;52.2525;6.781215379677211e-6;1.0
765.25033;52.5025;2.6616392040623962e-6;1.0
770.27814;52.7525;1.0035624499589837e-6;1.0
775.30643;53.0025;3.6417361516868814e-7;1.0
780.33538;53.2525;1.2718034714762847e-7;1.0
785.35281;53.5025;4.285872794220631e-8;1.0
790.36548;53.7525;1.3919072241181791e-8;1.0
795.36281;54.0025;4.367803081502745e-9;1.0
800.35543;54.2525;1.3213734265763819e-9;1.0
805.33709;54.5025;3.860333499847122e-10;1.0
810.31076;54.7525;1.0885168572937137e-10;1.0
815.27305;55.0025;2.965692423649724e-11;1.0
820.23314;55.2525;7.789675362580488e-12;1.0
825.19038;55.5025;1.9729480632486107e-12;1.0
830.14738;55.7525;4.815219204371334e-13;1.0
835.10377;56.0025;1.1325840800955396e-13;1.0
840.06557;56.2525;2.562665777926245e-14;1.0
845.0319;56.5025;5.578873694280268e-15;1.0
849.994;56.7525;1.171657319983606e-15;1.0
854.95685;57.0025;2.3702329145892986e-16;1.0
859.91838;57.2525;4.621788074497726e-17;1.0
864.87709;57.5025;8.69145490700316e-18;1.0
