#EXPORTTYPE:DATA SINGLE
#FTYPE:ANSI
#IDENTITY:005922
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#PROJECT:
#TEMPCAL:TCALZERO.TCX
#SENSITIVITY:SENSZERO.EXX
#LABORATORY:13
#REMARK:
#SAMPLE:2
#SAMPLE MASS /mg:7.28
#REFERENCE:
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#DSC RANGE /�V:5000
#TG RANGE /mg:5000
#TAU-R:---
#CORR. CODE:020
#EXO:+1
#RANGE:35�C/00:00/35�C/10,0(K/min)/920�C/
#SEGMENT:S1-2/2
#SEG. 1:35�C/00:15/35�C
#SEG. 2:35�C/10,0(K/min)/920�C

##Temp./�C;Time/min;DSC/(uV/mg);Sensit./(uV/mW);Segment
33.98564;0.25;2.5290598512985416e-91;1.0;1
34.00776;0.5;2.5655959494261163e-91;1.0;1
34.03218;0.75;2.6065428191234116e-91;1.0;1
34.05276;1.0;2.641556661138737e-91;1.0;1
34.06923;1.25;2.6699156463831e-91;1.0;1
34.08182;1.5;2.691798475519533e-91;1.0;1
34.09324;1.75;2.711802426767274e-91;1.0;1
34.10847;2.0;2.738711157868525e-91;1.0;1
34.12312;2.25;2.7648464416451895e-91;1.0;1
34.13618;2.5;2.788354892083938e-91;1.0;1
34.14771;2.75;2.809274964026155e-91;1.0;1
34.15324;3.0;2.8193641011800024e-91;1.0;1
34.15806;3.25;2.828187366766607e-91;1.0;1
34.161;3.5;2.8335827125215216e-91;1.0;1
34.16376;3.75;2.8386570749113103e-91;1.0;1
34.16953;4.0;2.84929473896415e-91;1.0;1
34.177;4.25;2.8631256409727643e-91;1.0;1
34.18312;4.5;2.87450688122697e-91;1.0;1
34.18659;4.75;2.880980008353796e-91;1.0;1
34.18865;5.0;2.884829721530776e-91;1.0;1
34.19218;5.25;2.891438495420111e-91;1.0;1
34.19294;5.5;2.8928633223307395e-91;1.0;1
34.19318;5.75;2.8933134131745515e-91;1.0;1
34.19524;6.0;2.897179567291281e-91;1.0;1
34.19906;6.25;2.90436248796451e-91;1.0;1
34.20065;6.5;2.9073574714054e-91;1.0;1
34.19976;6.75;2.905680654706883e-91;1.0;1
34.20253;7.0;2.9109026851310255e-91;1.0;1
34.20388;7.25;2.913451110324616e-91;1.0;1
34.206;7.5;2.9174575745007926e-91;1.0;1
34.20453;7.75;2.9146789235579327e-91;1.0;1
34.20118;8.0;2.908356483735525e-91;1.0;1
34.202;8.25;2.9099028002834784e-91;1.0;1
