#EXPORTTYPE:DATA SINGLE
#FTYPE:ANSI
#IDENTITY:005924
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#PROJECT:
#DATE/TIME:22.07.2025 13:59
#CORR. FILE:005923_bline_Al2O3_900_20_N2_20_air_20.ngb-bs1
#TEMPCAL:TCALZERO.TCX
#SENSITIVITY:SENSZERO.EXX
#LABORATORY:13
#REMARK:
#SAMPLE:3
#SAMPLE MASS /mg:11.02
#REFERENCE:
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#DSC RANGE /�V:5000
#TG RANGE /mg:5000
#TAU-R:---
#CORR. CODE:020
#EXO:+1
#RANGE:35�C/00:00/35�C/20,0(K/min)/920�C/
#SEGMENT:S2/2
#SEG. 1:35�C/00:15/35�C
#SEG. 2:35�C/20,0(K/min)/920�C

##Temp./�C;Time/min;DSC/(uV/mg);Sensit./(uV/mW)
34.12771;15.2525;1.2003468122260352e-88;1.0
34.24319;15.5025;1.2966475902975895e-88;1.0
34.64471;15.7525;1.6955222150967465e-88;1.0
35.4829;16.0025;2.966297527517448e-88;1.0
36.80038;16.2525;7.134212871708582e-88;1.0
38.58895;16.5025;2.341140699656242e-87;1.0
40.80919;16.7525;1.0184340860934274e-86;1.0
43.38457;17.0025;5.566889910390766e-86;1.0
46.28457;17.2525;3.736557149951499e-85;1.0
49.45557;17.5025;2.964749676902915e-84;1.0
52.86838;17.7525;2.7209252624802832e-83;1.0
56.49052;18.0025;2.820929006819218e-82;1.0
60.29871;18.2525;3.2468325246153426e-81;1.0
64.26776;18.5025;4.073370867239772e-80;1.0
68.38686;18.7525;5.520731060526586e-79;1.0
72.62505;19.0025;7.911967759445324e-78;1.0
76.97686;19.2525;1.1929354455155188e-76;1.0
81.44562;19.5025;1.8931034637806908e-75;1.0
86.04281;19.7525;3.178719971325076e-74;1.0
90.75519;20.0025;5.591372739476213e-73;1.0
95.54043;20.2525;1.0026563832566183e-71;1.0
100.40852;20.5025;1.8417669990546945e-70;1.0
105.33757;20.7525;3.416486567021187e-69;1.0
110.30386;21.0025;6.3057437524127935e-68;1.0
115.31476;21.2525;1.1622277288066792e-66;1.0
120.36462;21.5025;2.13067247668412e-65;1.0
125.46562;21.7525;3.909600051756074e-64;1.0
130.61576;22.0025;7.165973168729944e-63;1.0
135.81519;22.2525;1.3110454653522264e-61;1.0
141.05867;22.5025;2.3852793341381168e-60;1.0
146.34181;22.7525;4.3019909603821275e-59;1.0
151.65652;23.0025;7.65270066264026e-58;1.0
156.98776;23.2525;1.3312317236518074e-56;1.0
162.32952;23.5025;2.2567545922379616e-55;1.0
167.6811;23.7525;3.7262123629539606e-54;1.0
173.02424;24.0025;5.9353043108271445e-53;1.0
178.4181;24.2525;9.400657366312316e-52;1.0
183.81319;24.5025;1.4427958366701843e-50;1.0
189.23495;24.7525;2.173037949539407e-49;1.0
194.66867;25.0025;3.187127543024638e-48;1.0
200.1089;25.2525;4.538991390749732e-47;1.0
205.55143;25.5025;6.263541036198732e-46;1.0
210.99462;25.7525;8.36808529049378e-45;1.0
216.43476;26.0025;1.0804878422684113e-43;1.0
221.88428;26.2525;1.3561726964204838e-42;1.0
227.32633;26.5025;1.6417490747017087e-41;1.0
232.76871;26.7525;1.9238685897024278e-40;1.0
238.20767;27.0025;2.1786951171648997e-39;1.0
243.64548;27.2525;2.3868642343627096e-38;1.0
249.08143;27.5025;2.5289788293355226e-37;1.0
254.51338;27.7525;2.5892155953485108e-36;1.0
259.93805;28.0025;2.5581781810393343e-35;1.0
265.35876;28.2525;2.442786768555357e-34;1.0
270.77695;28.5025;2.2558908651680646e-33;1.0
276.19;28.7525;2.012757010971077e-32;1.0
281.58924;29.0025;1.7292455151639706e-31;1.0
286.9809;29.2525;1.4344150125586635e-30;1.0
292.37414;29.5025;1.1530020981493564e-29;1.0
297.75386;29.7525;8.929650474736046e-29;1.0
303.12176;30.0025;6.669093469160045e-28;1.0
308.48662;30.2525;4.8196198203733754e-27;1.0
313.8459;30.5025;3.367432885944774e-26;1.0
319.19881;30.7525;2.274295379489315e-25;1.0
324.539;31.0025;1.481650848863667e-24;1.0
329.88081;31.2525;9.358886016593791e-24;1.0
335.20953;31.5025;5.703236641737443e-23;1.0
340.52881;31.7525;3.3578515674708284e-22;1.0
345.83971;32.0025;1.911023437283351e-21;1.0
351.14257;32.2525;1.0515888227000407e-20;1.0
356.43828;32.5025;5.597363580639352e-20;1.0
361.72828;32.7525;2.883533983335615e-19;1.0
367.0099;33.0025;1.4366958788036426e-18;1.0
372.27857;33.2525;6.914810657709023e-18;1.0
377.54776;33.5025;3.228220509018876e-17;1.0
382.80995;33.7525;1.4587572732912866e-16;1.0
388.06524;34.0025;6.38123630047905e-16;1.0
393.31547;34.2525;2.7039467966607694e-15;1.0
398.54914;34.5025;1.1065496695480506e-14;1.0
403.78914;34.7525;4.400866503441158e-14;1.0
409.01467;35.0025;1.6918062914606877e-13;1.0
414.23576;35.2525;6.303790756270736e-13;1.0
419.45133;35.5025;2.276202283069906e-12;1.0
424.66005;35.7525;7.963096800342484e-12;1.0
429.86352;36.0025;2.7003967002147315e-11;1.0
435.06228;36.2525;8.87850524303866e-11;1.0
440.25595;36.5025;2.8302036152244285e-10;1.0
445.44429;36.7525;8.747353303452621e-10;1.0
450.62595;37.0025;2.620801172663117e-9;1.0
455.79943;37.2525;7.61039626298654e-9;1.0
460.96643;37.5025;2.1429048798441193e-8;1.0
466.13262;37.7525;5.8578923225407905e-8;1.0
471.28986;38.0025;1.5522826998569144e-7;1.0
476.44248;38.2525;3.9911388528963046e-7;1.0
481.58738;38.5025;9.952183573055288e-7;1.0
486.731;38.7525;2.409713653970001e-6;1.0
491.87067;39.0025;5.663149028143258e-6;1.0
497.00419;39.2525;1.2914407528943395e-5;1.0
502.13805;39.5025;2.8608098199668182e-5;1.0
507.26186;39.7525;6.146646452111882e-5;1.0
512.39067;40.0025;0.00012838563906712781;1.0
