#EXPORTTYPE:DATA SINGLE
#FTYPE:ANSI
#IDENTITY:005924
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#PROJECT:
#DATE/TIME:22.07.2025 13:59
#CORR. FILE:005923_bline_Al2O3_900_20_N2_20_air_20.ngb-bs1
#TEMPCAL:TCALZERO.TCX
#SENSITIVITY:SENSZERO.EXX
#LABORATORY:13
#REMARK:
#SAMPLE:3
#SAMPLE MASS /mg:11.02
#REFERENCE:
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#DSC RANGE /�V:5000
#TG RANGE /mg:5000
#TAU-R:---
#CORR. CODE:020
#EXO:+1
#RANGE:35�C/00:00/35�C/20,0(K/min)/920�C/
#SEGMENT:S2/2
#SEG. 1:35�C/00:15/35�C
#SEG. 2:35�C/20,0(K/min)/920�C

##Temp./�C;Time/min;DSC/(uV/mg);Sensit./(uV/mW)
34.12771;15.2525;1.90412202346138e-43;1.0
34.24319;15.5025;1.9667607805897396e-43;1.0
34.64471;15.7525;2.2009417989489413e-43;1.0
35.4829;16.0025;2.782980921978054e-43;1.0
36.80038;16.2525;4.021947886022721e-43;1.0
38.58895;16.5025;6.6232204809023496e-43;1.0
40.80919;16.7525;1.228061655680828e-42;1.0
43.38457;17.0025;2.5072666583733093e-42;1.0
46.28457;17.2525;5.583244004716403e-42;1.0
49.45557;17.5025;1.334770576350359e-41;1.0
52.86838;17.7525;3.3951396818039906e-41;1.0
56.49052;18.0025;9.098812615149735e-41;1.0
60.29871;18.2525;2.5507463107683145e-40;1.0
64.26776;18.5025;7.423413944431421e-40;1.0
68.38686;18.7525;2.2346632372145824e-39;1.0
72.62505;19.0025;6.896197094007741e-39;1.0
76.97686;19.2525;2.1772598293288e-38;1.0
81.44562;19.5025;7.034557972477689e-38;1.0
86.04281;19.7525;2.3313872241917265e-37;1.0
90.75519;20.0025;7.89324326372455e-37;1.0
95.54043;20.2525;2.6988224806784043e-36;1.0
100.40852;20.5025;9.338842454025199e-36;1.0
105.33757;20.7525;3.250925269398694e-35;1.0
110.30386;21.0025;1.131317442475045e-34;1.0
115.31476;21.2525;3.942069209412836e-34;1.0
120.36462;21.5025;1.3731150029830755e-33;1.0
125.46562;21.7525;4.794266340370809e-33;1.0
130.61576;22.0025;1.6765828764416248e-32;1.0
135.81519;22.2525;5.870843141449939e-32;1.0
141.05867;22.5025;2.055297680559831e-31;1.0
146.34181;22.7525;7.184208076844456e-31;1.0
151.65652;23.0025;2.5019787695223047e-30;1.0
156.98776;23.2525;8.649468513202646e-30;1.0
162.32952;23.5025;2.96381981896133e-29;1.0
167.6811;23.7525;1.0064045869825918e-28;1.0
173.02424;24.0025;3.372394747991425e-28;1.0
178.4181;24.2525;1.1300700328256567e-27;1.0
183.81319;24.5025;3.744404949718763e-27;1.0
189.23495;24.7525;1.2336306580056422e-26;1.0
194.66867;25.0025;4.0276664087441094e-26;1.0
200.1089;25.2525;1.3015070287380577e-25;1.0
205.55143;25.5025;4.158700615073394e-25;1.0
210.99462;25.7525;1.3135019623504518e-24;1.0
216.43476;26.0025;4.0975914042595245e-24;1.0
221.88428;26.2525;1.2658186206773035e-23;1.0
227.32633;26.5025;3.858708126599895e-23;1.0
232.76871;26.7525;1.1626362126717774e-22;1.0
238.20767;27.0025;3.4598041811939816e-22;1.0
243.64548;27.2525;1.0173468213096466e-21;1.0
249.08143;27.5025;2.9555577611295132e-21;1.0
254.51338;27.7525;8.479859562711867e-21;1.0
259.93805;28.0025;2.4013533482171706e-20;1.0
265.35876;28.2525;6.716362037643862e-20;1.0
270.77695;28.5025;1.8558824953501542e-19;1.0
276.19;28.7525;5.064102236988518e-19;1.0
281.58924;29.0025;1.3624427980332826e-18;1.0
286.9809;29.2525;3.6184592959612395e-18;1.0
292.37414;29.5025;9.502716107738083e-18;1.0
297.75386;29.7525;2.4611214947243566e-17;1.0
303.12176;30.0025;6.288475665890822e-17;1.0
308.48662;30.2525;1.587712037606063e-16;1.0
313.8459;30.5025;3.9594386194638144e-16;1.0
319.19881;30.7525;9.75189574395269e-16;1.0
324.539;31.0025;2.369736413179144e-15;1.0
329.88081;31.2525;5.695310279065085e-15;1.0
335.20953;31.5025;1.3505423921655752e-14;1.0
340.52881;31.7525;3.161989297882214e-14;1.0
345.83971;32.0025;7.310919646189025e-14;1.0
351.14257;32.2525;1.6695094597344525e-13;1.0
356.43828;32.5025;3.766101338333372e-13;1.0
361.72828;32.7525;8.394503553824778e-13;1.0
367.0099;33.0025;1.8481681182985586e-12;1.0
372.27857;33.2525;4.0166490100067315e-12;1.0
377.54776;33.5025;8.634576885461652e-12;1.0
382.80995;33.7525;1.834034335972992e-11;1.0
388.06524;34.0025;3.849356976753071e-11;1.0
393.31547;34.2525;7.985685472530839e-11;1.0
398.54914;34.5025;1.6349881180803288e-10;1.0
403.78914;34.7525;3.31413585289764e-10;1.0
409.01467;35.0025;6.632423719244689e-10;1.0
414.23576;35.2525;1.3122733975275368e-9;1.0
419.45133;35.5025;2.566720703481338e-9;1.0
424.66005;35.7525;4.962236838116078e-9;1.0
429.86352;36.0025;9.4847342518712e-9;1.0
435.06228;36.2525;1.792520899144012e-8;1.0
440.25595;36.5025;3.3495588904523534e-8;1.0
445.44429;36.7525;6.188661966433486e-8;1.0
450.62595;37.0025;1.1304162030121381e-7;1.0
455.79943;37.2525;2.0410638541956195e-7;1.0
460.96643;37.5025;3.6438066369471266e-7;1.0
466.13262;37.7525;6.436066103763653e-7;1.0
471.28986;38.0025;1.1237658752253007e-6;1.0
476.44248;38.2525;1.9406296230287086e-6;1.0
481.58738;38.5025;3.3135582507241567e-6;1.0
486.731;38.7525;5.59802070005758e-6;1.0
491.87067;39.0025;9.355156436812361e-6;1.0
497.00419;39.2525;1.5461876909110203e-5;1.0
502.13805;39.5025;2.5290158256612954e-5;1.0
507.26186;39.7525;4.0897753544186974e-5;1.0
512.39067;40.0025;6.548257760617159e-5;1.0
517.51401;40.2525;0.00010370836551672765;1.0
522.64319;40.5025;0.0001626311952882079;1.0
527.76524;40.7525;0.00025223397791711896;1.0
532.89642;41.0025;0.0003874497708149417;1.0
538.03724;41.2525;0.0005894310002507909;1.0
543.18938;41.5025;0.0008881534551824074;1.0
548.34905;41.7525;0.0013250262133908924;1.0
553.51486;42.0025;0.001956939242418941;1.0
558.68424;42.2525;0.002860549218114889;1.0
563.85442;42.5025;0.004137581292811431;1.0
569.04914;42.7525;0.00593158625614598;1.0
574.26004;43.0025;0.008422015492993418;1.0
579.42153;43.2525;0.011792619692287693;1.0
584.76034;43.5025;0.016519716322244405;1.0
590.12663;43.7525;0.02291947125736583;1.0
595.45652;44.0025;0.03137154193239231;1.0
600.64762;44.2525;0.042132470820713835;1.0
605.78352;44.5025;0.05581765706769763;1.0
610.82957;44.7525;0.07283961737200485;1.0
615.74186;45.0025;0.09347374744657959;1.0
620.63857;45.2525;0.11872290910745592;1.0
625.54514;45.5025;0.14943386654138416;1.0
630.45891;45.7525;0.1863620129589242;1.0
635.38019;46.0025;0.23027510844740198;1.0
640.30795;46.2525;0.2818907571262664;1.0
645.26047;46.5025;0.3420935996637962;1.0
650.23586;46.7525;0.4114777533483969;1.0
655.22076;47.0025;0.490261912638532;1.0
660.21956;47.2525;0.5786649791775172;1.0
665.22481;47.5025;0.6764098743482122;1.0
670.23091;47.7525;0.782872622890221;1.0
675.24057;48.0025;0.8972208661707362;1.0
680.25676;48.2525;1.018255502140569;1.0
685.27128;48.5025;1.1441084076780212;1.0
690.27962;48.7525;1.2726097360589324;1.0
695.2828;49.0025;1.4014094361717897;1.0
700.28229;49.2525;1.527918887712264;1.0
705.28148;49.5025;1.6494214217843173;1.0
710.28419;49.7525;1.763113482541393;1.0
715.27962;50.0025;1.8659008597258138;1.0
720.27824;50.2525;1.9552999134141866;1.0
725.28181;50.5025;2.0288566621836766;1.0
730.28156;50.7525;2.084361047365059;1.0
735.27953;51.0025;2.120264990505705;1.0
740.27238;51.2525;2.135535975689044;1.0
745.26028;51.5025;2.1297875513417965;1.0
750.24348;51.7525;2.1032489822101206;1.0
755.23029;52.0025;2.0566596308824305;1.0
760.23334;52.2525;1.9911376122125368;1.0
765.25033;52.5025;1.908423398689601;1.0
770.27814;52.7525;1.8107654029792941;1.0
775.30643;53.0025;1.7009670462512256;1.0
780.33538;53.2525;1.5818795637413938;1.0
785.35281;53.5025;1.456750481704458;1.0
790.36548;53.7525;1.328324079000264;1.0
795.36281;54.0025;1.1996115313822786;1.0
800.35543;54.2525;1.0728195084294807;1.0
805.33709;54.5025;0.9502613347460876;1.0
810.31076;54.7525;0.833648146508469;1.0
815.27305;55.0025;0.724451766392348;1.0
820.23314;55.2525;0.6234874697083426;1.0
825.19038;55.5025;0.53143794473663;1.0
830.14738;55.7525;0.4485918663893522;1.0
835.10377;56.0025;0.3749996104590434;1.0
840.06557;56.2525;0.31037744930484834;1.0
845.0319;56.5025;0.254349717667509;1.0
849.994;56.7525;0.20644588729771776;1.0
854.95685;57.0025;0.16593140648164434;1.0
859.91838;57.2525;0.13208048049230067;1.0
864.87709;57.5025;0.10412898446384161;1.0
869.83695;57.7525;0.08129185509360527;1.0
874.79177;58.0025;0.06286429022093257;1.0
879.74871;58.2525;0.04813766117476028;1.0
884.70267;58.5025;0.036509871713797666;1.0
889.65705;58.7525;0.027422108537797463;1.0
