#EXPORTTYPE:DATA SINGLE
#FTYPE:ANSI
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#PROJECT:
#CORR. FILE:005925_bline_Al2O3_900_7.5_N2_20_air_20.ngb-bs1
#TEMPCAL:TCALZERO.TCX
#SENSITIVITY:SENSZERO.EXX
#LABORATORY:13
#OPERATOR:
#REMARK:
#SAMPLE:4
#SAMPLE MASS /mg:7.42
#MATERIAL:
#REFERENCE:
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#DSC RANGE /V:5000
#TG RANGE /mg:5000
#TAU-R:---
#CORR. CODE:020
#EXO:+1
#RANGE:35C/7,5(K/min)/920�C
#SEGMENT:S1/1
#SEG. 1:35�C/7,5(K/min)/920�C

##Temp./�C;Time/min;DSC/(uV/mg);Sensit./(uV/mW)
34.14896;0.5;0.0;1.0
34.59436;1.0;0.0;1.0
35.68375;1.5;0.0;1.0
37.32905;2.0;0.0;1.0
39.42311;2.5;0.0;1.0
41.82416;3.0;0.0;1.0
44.48642;3.5;0.0;1.0
47.36371;4.0;0.0;1.0
50.40853;4.5;0.0;1.0
53.59856;5.0;0.0;1.0
56.91062;5.5;0.0;1.0
60.33416;6.0;0.0;1.0
63.83709;6.5;0.0;1.0
67.40722;7.0;0.0;1.0
71.01816;7.5;0.0;1.0
74.673;8.0;0.0;1.0
78.36113;8.5;0.0;1.0
82.0722;9.0;0.0;1.0
85.82376;9.5;0.0;1.0
89.60155;10.0;0.0;1.0
93.40258;10.5;0.0;1.0
97.22127;11.0;0.0;1.0
101.0636;11.5;0.0;1.0
104.91793;12.0;0.0;1.0
108.78251;12.5;0.0;1.0
112.64249;13.0;0.0;1.0
116.50784;13.5;0.0;1.0
120.36778;14.0;0.0;1.0
124.22933;14.5;0.0;1.0
128.09969;15.0;0.0;1.0
131.96873;15.5;5.0e-324;1.0
135.85067;16.0;1.12044e-319;1.0
139.73913;16.5;3.977609715e-315;1.0
143.63669;17.0;1.3417854232764e-310;1.0
147.54049;17.5;4.2663637676863565e-306;1.0
151.44664;18.0;1.2651772929597532e-301;1.0
155.35118;18.5;3.4627446587881966e-297;1.0
159.25395;19.0;8.744321292765082e-293;1.0
163.1588;19.5;2.0578189345841485e-288;1.0
167.05856;20.0;4.430722492590714e-284;1.0
170.9538;20.5;8.743457558793025e-280;1.0
174.8622;21.0;1.6535570437516025e-275;1.0
178.75347;21.5;2.777078089490194e-271;1.0
182.6578;22.0;4.46706190851822e-267;1.0
186.56078;22.5;6.638159361660541e-263;1.0
190.46731;23.0;9.223061508088092e-259;1.0
194.36991;23.5;1.1764585427658687e-254;1.0
198.27002;24.0;1.382765324021107e-250;1.0
202.16893;24.5;1.5023931947509463e-246;1.0
206.06338;25.0;1.4975417257593724e-242;1.0
209.95464;25.5;1.3738366024478511e-238;1.0
213.84576;26.0;1.1684227223561121e-234;1.0
217.73087;26.5;9.089146798121878e-231;1.0
221.61424;27.0;6.5324871585966055e-227;1.0
225.49647;27.5;4.3440866460527124e-223;1.0
229.38404;28.0;2.7121316505442513e-219;1.0
233.26766;28.5;1.5567832034247705e-215;1.0
237.15058;29.0;8.276654724592803e-212;1.0
241.03071;29.5;4.0572287226000635e-208;1.0
244.90976;30.0;1.8408872713650495e-204;1.0
248.78506;30.5;7.687616308492189e-201;1.0
252.66656;31.0;3.01848237532311e-197;1.0
256.53507;31.5;1.0698793372609503e-193;1.0
260.40607;32.0;3.538064767007718e-190;1.0
264.2732;32.5;1.077250056289506e-186;1.0
268.14446;33.0;3.0703667809736186e-183;1.0
272.01558;33.5;8.119441509578527e-180;1.0
275.88229;34.0;1.9751786050702132e-176;1.0
279.74731;34.5;4.445180001671082e-173;1.0
283.61204;35.0;9.281415196302426e-170;1.0
287.47454;35.5;1.7912082918692888e-166;1.0
291.33366;36.0;3.188431559759347e-163;1.0
295.18742;36.5;5.216136344138042e-160;1.0
299.03844;37.0;7.884021416081964e-157;1.0
302.89008;37.5;1.108087839676848e-153;1.0
306.74185;38.0;1.4468325877525255e-150;1.0
310.59553;38.5;1.760736989916887e-147;1.0
314.44818;39.0;1.9862688336131666e-144;1.0
318.30158;39.5;2.0838317239606808e-141;1.0
322.14887;40.0;2.008433693593519e-138;1.0
325.99403;40.5;1.791481799763349e-135;1.0
329.83591;41.0;1.4760886817255295e-132;1.0
333.67614;41.5;1.1268243915860622e-129;1.0
337.51342;42.0;7.952894154479358e-127;1.0
341.34351;42.5;5.153447974196512e-124;1.0
345.16604;43.0;3.0653918074816906e-121;1.0
348.9924;43.5;1.7060927796445542e-118;1.0
352.81507;44.0;8.775064431014699e-116;1.0
356.63256;44.5;4.1618095418920937e-113;1.0
360.4502;45.0;1.836102512485394e-110;1.0
364.26445;45.5;7.493458693997126e-108;1.0
368.07553;46.0;2.8305455371906395e-105;1.0
371.88493;46.5;9.920372428794295e-103;1.0
375.69218;47.0;3.223956587575703e-100;1.0
379.50536;47.5;9.834173978565387e-98;1.0
383.31778;48.0;2.787093362544134e-95;1.0
387.12696;48.5;7.312809005037696e-93;1.0
390.93715;49.0;1.7875675531117196e-90;1.0
394.73795;49.5;4.0111705047138043e-88;1.0
398.53796;50.0;8.366723573084707e-86;1.0
402.33673;50.5;1.6213087634259253e-83;1.0
406.13316;51.0;2.9146327381273053e-81;1.0
409.93214;51.5;4.8934071630217706e-79;1.0
413.73369;52.0;7.67179311242695e-77;1.0
417.52987;52.5;1.1114497057221338e-74;1.0
421.32731;53.0;1.5011184335123871e-72;1.0
425.12158;53.5;1.8793618881507158e-70;1.0
428.90907;54.0;2.171715382776957e-68;1.0
432.69609;54.5;2.335168407212447e-66;1.0
436.48354;55.0;2.339050514239809e-64;1.0
440.27147;55.5;2.182641064373625e-62;1.0
444.06617;56.0;1.9112979125049103e-60;1.0
447.85389;56.5;1.5454050680191483e-58;1.0
451.63731;57.0;1.1577441983291944e-56;1.0
455.42415;57.5;8.107277992516425e-55;1.0
459.21182;58.0;5.290727834701284e-53;1.0
462.99486;58.5;3.19863376002782e-51;1.0
466.78031;59.0;1.805364010247808e-49;1.0
470.55442;59.5;9.376988077312406e-48;1.0
474.32873;60.0;4.537767557949489e-46;1.0
478.10582;60.5;2.0512405336733507e-44;1.0
481.87747;61.0;8.5904684625723e-43;1.0
485.65156;61.5;3.359452876255963e-41;1.0
489.42355;62.0;1.221383824145015e-39;1.0
493.19251;62.5;4.125206417095429e-38;1.0
496.96454;63.0;1.3017351434534627e-36;1.0
500.74402;63.5;3.8520765048282895e-35;1.0
504.52424;64.0;1.0623075209195398e-33;1.0
508.30342;64.5;2.7259259131358644e-32;1.0
512.08816;65.0;6.5447337130393985e-31;1.0
515.87489;65.5;1.4655118004999768e-29;1.0
519.66547;66.0;3.0647669695395156e-28;1.0
523.46282;66.5;5.997950947763189e-27;1.0
527.26785;67.0;1.0988468251522484e-25;1.0
531.11107;67.5;1.9264558420183746e-24;1.0
535.00133;68.0;3.245408008301038e-23;1.0
538.92818;68.5;5.201380982891795e-22;1.0
542.74282;69.0;7.154891676301351e-21;1.0
546.55013;69.5;9.109972407837936e-20;1.0
550.38302;70.0;1.0969462484426504e-18;1.0
554.18429;70.5;1.2038027737220192e-17;1.0
557.93544;71.0;1.192807079390062e-16;1.0
561.66284;71.5;1.086758109911017e-15;1.0
565.36965;72.0;9.132574718747372e-15;1.0
569.06301;72.5;7.11445368878892e-14;1.0
572.75413;73.0;5.172161304176227e-13;1.0
576.45703;73.5;3.534619858347122e-12;1.0
580.16107;74.0;2.257356155601129e-11;1.0
583.86165;74.5;1.3442251219920488e-10;1.0
587.57162;75.0;7.508927114412255e-10;1.0
591.28702;75.5;3.925924616421503e-9;1.0
595.01128;76.0;1.9233356732863436e-8;1.0
598.7338;76.5;8.787536268619081e-8;1.0
602.46202;77.0;3.755337383873189e-7;1.0
606.19016;77.5;1.497458205267149e-6;1.0
609.92198;78.0;5.578875369136227e-6;1.0
613.6602;78.5;1.9432069751427636e-5;1.0
617.39442;79.0;6.305724995915814e-5;1.0
621.12911;79.5;0.00019091905879395894;1.0
624.86455;80.0;0.0005393654495697575;1.0
628.59634;80.5;0.0014201702071985171;1.0
632.32544;81.0;0.0034866313987516133;1.0
636.05278;81.5;0.007984195493886936;1.0
639.77706;82.0;0.017050949035666837;1.0
643.49529;82.5;0.03394718094144258;1.0
647.21445;83.0;0.06309861676220362;1.0
650.93258;83.5;0.1094602048154038;1.0
654.64953;84.0;0.17722703641776702;1.0
658.36834;84.5;0.26791927090784706;1.0
662.08907;85.0;0.37812507474953844;1.0
665.81225;85.5;0.49818782609523304;1.0
669.52587;86.0;0.6123170270015222;1.0
673.23455;86.5;0.7025405149401484;1.0
676.93171;87.0;0.7526104568266729;1.0
680.62133;87.5;0.7532408197528038;1.0
684.30083;88.0;0.7046496920636512;1.0
687.97511;88.5;0.6163581495110165;1.0
691.6386;89.0;0.5044200793952001;1.0
695.29824;89.5;0.38624259440462727;1.0
698.95684;90.0;0.27669773158120364;1.0
702.6104;90.5;0.18554923969525577;1.0
706.27711;91.0;0.11621456992592868;1.0
709.94662;91.5;0.06804462150294918;1.0
713.63249;92.0;0.03715107855466057;1.0
717.33109;92.5;0.018910566450700463;1.0
721.03893;93.0;0.008974418466708647;1.0
724.75496;93.5;0.003969709920123148;1.0
728.46765;94.0;0.0016405997652728587;1.0
732.1838;94.5;0.0006324608051797456;1.0
735.89875;95.0;0.00022768979298998669;1.0
739.61251;95.5;7.655262607334372e-5;1.0
