#EXPORTTYPE:DATA SINGLE
#FTYPE:ANSI
#IDENTITY:005922
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#PROJECT:
#TEMPCAL:TCALZERO.TCX
#SENSITIVITY:SENSZERO.EXX
#LABORATORY:13
#REMARK:
#SAMPLE:2
#SAMPLE MASS /mg:7.28
#REFERENCE:
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#DSC RANGE /�V:5000
#TG RANGE /mg:5000
#TAU-R:---
#CORR. CODE:020
#EXO:+1
#RANGE:35�C/00:00/35�C/10,0(K/min)/920�C/
#SEGMENT:S1-2/2
#SEG. 1:35�C/00:15/35�C
#SEG. 2:35�C/10,0(K/min)/920�C

##Temp./�C;Time/min;DSC/(uV/mg);Sensit./(uV/mW);Segment
33.98564;0.25;1.7296952879423676e-173;1.0;1
34.00776;0.5;1.7761715759264884e-173;1.0;1
34.03218;0.75;1.8289301792948703e-173;1.0;1
34.05276;1.0;1.8746059968389176e-173;1.0;1
34.06923;1.25;1.9119793021012662e-173;1.0;1
34.08182;1.5;1.941049265075292e-173;1.0;1
34.09324;1.75;1.9677993447105236e-173;1.0;1
34.10847;2.0;2.0040477202667163e-173;1.0;1
34.12312;2.25;2.0395447699859024e-173;1.0;1
34.13618;2.5;2.0717183155089783e-173;1.0;1
34.14771;2.75;2.1005437106665387e-173;1.0;1
34.15324;3.0;2.1145106884031434e-173;1.0;1
34.15806;3.25;2.1267600698129468e-173;1.0;1
34.161;3.5;2.134266456073431e-173;1.0;1
34.16376;3.75;2.1413373458124693e-173;1.0;1
34.16953;4.0;2.156195278905271e-173;1.0;1
34.177;4.25;2.175583805316662e-173;1.0;1
34.18312;4.5;2.1915980739333543e-173;1.0;1
34.18659;4.75;2.200730304468915e-173;1.0;1
34.18865;5.0;2.206169712068874e-173;1.0;1
34.19218;5.25;2.215521875388461e-173;1.0;1
34.19294;5.5;2.2175405465670914e-173;1.0;1
34.19318;5.75;2.2181784032442747e-173;1.0;1
34.19524;6.0;2.2236608817080297e-173;1.0;1
34.19906;6.25;2.233863261307818e-173;1.0;1
34.20065;6.5;2.238123568429505e-173;1.0;1
34.19976;6.75;2.2357378693390684e-173;1.0;1
34.20253;7.0;2.2431713837675727e-173;1.0;1
34.20388;7.25;2.2468031572992082e-173;1.0;1
34.206;7.5;2.2525182425885936e-173;1.0;1
34.20453;7.75;2.248553882882175e-173;1.0;1
34.20118;8.0;2.2395454733301848e-173;1.0;1
34.202;8.25;2.2417471796445076e-173;1.0;1
34.20176;8.5;2.2411025541251885e-173;1.0;1
34.20118;8.75;2.2395454733301848e-173;1.0;1
34.20347;9.0;2.2456995537331384e-173;1.0;1
34.20265;9.25;2.2434939705230467e-173;1.0;1
34.20318;9.5;2.2449192830030568e-173;1.0;1
34.20324;9.75;2.2450806961085143e-173;1.0;1
34.205;10.0;2.2498206408462873e-173;1.0;1
34.20876;10.25;2.2599803972277093e-173;1.0;1
34.20871;10.5;2.2598449939274454e-173;1.0;1
34.20641;10.75;2.253625192839935e-173;1.0;1
34.20712;11.0;2.2555433918925664e-173;1.0;1
34.20765;11.25;2.25697634982592e-173;1.0;1
34.20771;11.5;2.25713862875939e-173;1.0;1
34.20853;11.75;2.2593576091303784e-173;1.0;1
34.20588;12.0;2.2521943598887174e-173;1.0;1
34.20988;12.25;2.2630155556303527e-173;1.0;1
34.20829;12.5;2.2587079260371375e-173;1.0;1
34.20865;12.75;2.2596825206623342e-173;1.0;1
34.20776;13.0;2.2572738701058007e-173;1.0;1
34.20865;13.25;2.2596825206623342e-173;1.0;1
34.21177;13.5;2.2681466197854256e-173;1.0;1
34.21424;13.75;2.2748698152434372e-173;1.0;1
34.21224;14.0;2.2694244016786565e-173;1.0;1
34.21053;14.25;2.2647788980836456e-173;1.0;1
34.20835;14.5;2.2588703293160765e-173;1.0;1
34.209;14.75;2.2606304458678324e-173;1.0;1
34.22108;15.0;2.2935919519358942e-173;1.0;2
34.21049;15.25;2.2646703450877934e-173;1.0;2
34.25831;15.5;2.3982275942896063e-173;1.0;2
34.4492;15.75;3.014471503018607e-173;1.0;2
34.84544;16.0;4.844903415456157e-173;1.0;2
35.4671;16.25;1.01940301052669e-172;1.0;2
36.30742;16.5;2.783280444203944e-172;1.0;2
37.34251;16.75;9.574412897264783e-172;1.0;2
38.55148;17.0;4.0433090485823463e-171;1.0;2
39.90639;17.25;2.025449537795199e-170;1.0;2
41.38813;17.5;1.1753385027031682e-169;1.0;2
42.97527;17.75;7.695101688057595e-169;1.0;2
44.65488;18.0;5.593183196495922e-168;1.0;2
46.42406;18.25;4.4941769456592895e-167;1.0;2
48.26587;18.5;3.9100822762784614e-166;1.0;2
50.19397;18.75;3.7401518140597704e-165;1.0;2
52.17875;19.0;3.79644232066993e-164;1.0;2
54.22524;19.25;4.110765415707472e-163;1.0;2
56.32557;19.5;4.701869963043687e-162;1.0;2
58.4711;19.75;5.621115829622977e-161;1.0;2
60.6614;20.0;7.016740782610002e-160;1.0;2
62.89915;20.25;9.168810990447128e-159;1.0;2
65.16764;20.5;1.2297451596851169e-157;1.0;2
67.4673;20.75;1.693129736167096e-156;1.0;2
69.7915;21.0;2.374129392059068e-155;1.0;2
72.14683;21.25;3.414733934664333e-154;1.0;2
74.51336;21.5;4.92417395353858e-153;1.0;2
76.90669;21.75;7.243822562822065e-152;1.0;2
79.31675;22.0;1.0745456846619937e-150;1.0;2
81.75552;22.25;1.6285372903184103e-149;1.0;2
84.20921;22.5;2.4824802496968336e-148;1.0;2
86.67746;22.75;3.803912332442866e-147;1.0;2
89.17272;23.0;5.93867890198119e-146;1.0;2
91.68109;23.25;9.300323378144001e-145;1.0;2
94.20287;23.5;1.4612339586514287e-143;1.0;2
96.73827;23.75;2.3034266746703143e-142;1.0;2
99.28467;24.0;3.6320425893315737e-141;1.0;2
101.84424;24.25;5.74113397289744e-140;1.0;2
104.40953;24.5;9.02336237786375e-139;1.0;2
106.97935;24.75;1.4082416315873378e-137;1.0;2
109.55263;25.0;2.1797315546411526e-136;1.0;2
112.12624;25.25;3.33493449841691e-135;1.0;2
114.70139;25.5;5.049883920620498e-134;1.0;2
117.27746;25.75;7.562992572838427e-133;1.0;2
119.85325;26.0;1.1188572169587502e-131;1.0;2
122.43536;26.25;1.6462818175146785e-130;1.0;2
125.01972;26.5;2.3989190189670405e-129;1.0;2
127.60544;26.75;3.458575196501806e-128;1.0;2
130.20082;27.0;4.9754855371587746e-127;1.0;2
132.80888;27.25;7.163239551562962e-126;1.0;2
