#EXPORTTYPE:DATA SINGLE
#FTYPE:ANSI
#IDENTITY:005922
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#PROJECT:
#TEMPCAL:TCALZERO.TCX
#SENSITIVITY:SENSZERO.EXX
#LABORATORY:13
#REMARK:
#SAMPLE:2
#SAMPLE MASS /mg:7.28
#REFERENCE:
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#DSC RANGE /�V:5000
#TG RANGE /mg:5000
#TAU-R:---
#CORR. CODE:020
#EXO:+1
#RANGE:35�C/00:00/35�C/10,0(K/min)/920�C/
#SEGMENT:S1-2/2
#SEG. 1:35�C/00:15/35�C
#SEG. 2:35�C/10,0(K/min)/920�C

##Temp./�C;Time/min;DSC/(uV/mg);Sensit./(uV/mW);Segment
33.98564;0.25;1.3211333020047378e-52;1.0;1
34.00776;0.5;1.3327384819189389e-52;1.0;1
34.03218;0.75;1.3456682804131362e-52;1.0;1
34.05276;1.0;1.356661836987394e-52;1.0;1
34.06923;1.25;1.3655242801851696e-52;1.0;1
34.08182;1.5;1.3723377695772671e-52;1.0;1
34.09324;1.75;1.378547352333359e-52;1.0;1
34.10847;2.0;1.3868721690315518e-52;1.0;1
34.12312;2.25;1.3949271883584946e-52;1.0;1
34.13618;2.5;1.4021472465063516e-52;1.0;1
34.14771;2.75;1.4085523868981926e-52;1.0;1
34.15324;3.0;1.4116347403740096e-52;1.0;1
34.15806;3.25;1.4143268268814219e-52;1.0;1
34.161;3.5;1.4159713976141542e-52;1.0;1
34.16376;3.75;1.41751701330102e-52;1.0;1
34.16953;4.0;1.4207536758461188e-52;1.0;1
34.177;4.25;1.4249548816195668e-52;1.0;1
34.18312;4.5;1.428406051247712e-52;1.0;1
34.18659;4.75;1.4303665382582561e-52;1.0;1
34.18865;5.0;1.4315316681736993e-52;1.0;1
34.19218;5.25;1.433530423561529e-52;1.0;1
34.19294;5.5;1.433961113943039e-52;1.0;1
34.19318;5.75;1.4340971482009638e-52;1.0;1
34.19524;6.0;1.4352653042587214e-52;1.0;1
34.19906;6.25;1.4374340048826394e-52;1.0;1
34.20065;6.5;1.4383376454638839e-52;1.0;1
34.19976;6.75;1.4378317643888847e-52;1.0;1
34.20253;7.0;1.439406830900884e-52;1.0;1
34.20388;7.25;1.4401750852303145e-52;1.0;1
34.206;7.5;1.441382353246991e-52;1.0;1
34.20453;7.75;1.4405451310816537e-52;1.0;1
34.20118;8.0;1.4386389846852223e-52;1.0;1
34.202;8.25;1.439105331516151e-52;1.0;1
34.20176;8.5;1.4389688241805958e-52;1.0;1
34.20118;8.75;1.4386389846852223e-52;1.0;1
34.20347;9.0;1.4399417203807439e-52;1.0;1
34.20265;9.25;1.4394751036453248e-52;1.0;1
34.20318;9.5;1.439776680176e-52;1.0;1
34.20324;9.75;1.4398108248797003e-52;1.0;1
34.205;10.0;1.4408127616807044e-52;1.0;1
34.20876;10.25;1.442955589750689e-52;1.0;1
34.20871;10.5;1.4429270738865825e-52;1.0;1
34.20641;10.75;1.4416159505994484e-52;1.0;1
34.20712;11.0;1.4420205620178102e-52;1.0;1
34.20765;11.25;1.442322669607834e-52;1.0;1
34.20771;11.5;1.4423568744384302e-52;1.0;1
34.20853;11.75;1.4428244214222892e-52;1.0;1
34.20588;12.0;1.4413139904211342e-52;1.0;1
34.20988;12.25;1.4435944922055198e-52;1.0;1
34.20829;12.5;1.4426875627825243e-52;1.0;1
34.20865;12.75;1.442892855590418e-52;1.0;1
34.20776;13.0;1.4423853790809433e-52;1.0;1
34.20865;13.25;1.442892855590418e-52;1.0;1
34.21177;13.5;1.4446732789596349e-52;1.0;1
34.21424;13.75;1.4460843322101186e-52;1.0;1
34.21224;14.0;1.4449416733009455e-52;1.0;1
34.21053;14.25;1.4439654129885689e-52;1.0;1
34.20835;14.5;1.442721776230454e-52;1.0;1
34.209;14.75;1.443092473710452e-52;1.0;1
