#EXPORTTYPE:DATA SINGLE
#FTYPE:ANSI
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#PROJECT:
#CORR. FILE:005925_bline_Al2O3_900_7.5_N2_20_air_20.ngb-bs1
#TEMPCAL:TCALZERO.TCX
#SENSITIVITY:SENSZERO.EXX
#LABORATORY:13
#OPERATOR:
#REMARK:
#SAMPLE:4
#SAMPLE MASS /mg:7.42
#MATERIAL:
#REFERENCE:
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#DSC RANGE /V:5000
#TG RANGE /mg:5000
#TAU-R:---
#CORR. CODE:020
#EXO:+1
#RANGE:35C/7,5(K/min)/920�C
#SEGMENT:S1/1
#SEG. 1:35�C/7,5(K/min)/920�C

##Temp./�C;Time/min;DSC/(uV/mg);Sensit./(uV/mW)
34.14896;0.5;0.0;1.0
34.59436;1.0;0.0;1.0
35.68375;1.5;0.0;1.0
37.32905;2.0;0.0;1.0
39.42311;2.5;0.0;1.0
41.82416;3.0;0.0;1.0
44.48642;3.5;0.0;1.0
47.36371;4.0;0.0;1.0
50.40853;4.5;0.0;1.0
53.59856;5.0;0.0;1.0
56.91062;5.5;0.0;1.0
60.33416;6.0;0.0;1.0
63.83709;6.5;0.0;1.0
67.40722;7.0;0.0;1.0
71.01816;7.5;0.0;1.0
74.673;8.0;0.0;1.0
78.36113;8.5;0.0;1.0
82.0722;9.0;0.0;1.0
85.82376;9.5;0.0;1.0
89.60155;10.0;0.0;1.0
93.40258;10.5;0.0;1.0
97.22127;11.0;0.0;1.0
101.0636;11.5;0.0;1.0
104.91793;12.0;0.0;1.0
108.78251;12.5;0.0;1.0
112.64249;13.0;0.0;1.0
116.50784;13.5;0.0;1.0
120.36778;14.0;0.0;1.0
124.22933;14.5;0.0;1.0
128.09969;15.0;0.0;1.0
131.96873;15.5;0.0;1.0
135.85067;16.0;0.0;1.0
139.73913;16.5;0.0;1.0
143.63669;17.0;0.0;1.0
147.54049;17.5;0.0;1.0
151.44664;18.0;0.0;1.0
155.35118;18.5;0.0;1.0
159.25395;19.0;0.0;1.0
163.1588;19.5;0.0;1.0
167.05856;20.0;0.0;1.0
170.9538;20.5;0.0;1.0
174.8622;21.0;0.0;1.0
178.75347;21.5;0.0;1.0
182.6578;22.0;0.0;1.0
186.56078;22.5;0.0;1.0
190.46731;23.0;0.0;1.0
194.36991;23.5;0.0;1.0
198.27002;24.0;0.0;1.0
202.16893;24.5;0.0;1.0
206.06338;25.0;0.0;1.0
209.95464;25.5;0.0;1.0
213.84576;26.0;0.0;1.0
217.73087;26.5;0.0;1.0
221.61424;27.0;0.0;1.0
225.49647;27.5;0.0;1.0
229.38404;28.0;0.0;1.0
233.26766;28.5;0.0;1.0
237.15058;29.0;0.0;1.0
241.03071;29.5;0.0;1.0
244.90976;30.0;0.0;1.0
248.78506;30.5;0.0;1.0
252.66656;31.0;0.0;1.0
256.53507;31.5;0.0;1.0
260.40607;32.0;0.0;1.0
264.2732;32.5;0.0;1.0
268.14446;33.0;0.0;1.0
272.01558;33.5;0.0;1.0
275.88229;34.0;0.0;1.0
279.74731;34.5;5.786e-321;1.0
283.61204;35.0;7.6093881873314e-311;1.0
287.47454;35.5;6.787100319385539e-301;1.0
291.33366;36.0;4.0807160849372086e-291;1.0
295.18742;36.5;1.6369698770395078e-281;1.0
299.03844;37.0;4.452839912812407e-272;1.0
302.89008;37.5;8.373188635211265e-263;1.0
306.74185;38.0;1.0853628002576294e-253;1.0
310.59553;38.5;9.78975506649569e-245;1.0
314.44818;39.0;6.047753496113187e-236;1.0
318.30158;39.5;2.58297908173545e-227;1.0
322.14887;40.0;7.367593281352781e-219;1.0
325.99403;40.5;1.4337527272380015e-210;1.0
329.83591;41.0;1.89420980126343e-202;1.0
333.67614;41.5;1.7137309832744284e-194;1.0
337.51342;42.0;1.0558776852814277e-186;1.0
341.34351;42.5;4.349811092653689e-179;1.0
345.16604;43.0;1.1986765412333839e-171;1.0
348.9924;43.5;2.32654636031962e-164;1.0
352.81507;44.0;3.077283580887447e-157;1.0
356.63256;44.5;2.7596152013897837e-150;1.0
360.4502;45.0;1.7170246902126172e-143;1.0
364.26445;45.5;7.30893511398391e-137;1.0
368.07553;46.0;2.1324218570864556e-130;1.0
371.88493;46.5;4.2920400362406785e-124;1.0
375.69218;47.0;5.95233078662492e-118;1.0
379.50536;47.5;5.857904701871133e-112;1.0
383.31778;48.0;3.990180612541028e-106;1.0
387.12696;48.5;1.8659190374949027e-100;1.0
390.93715;49.0;6.080064185228483e-95;1.0
394.73795;49.5;1.3350971927959217e-89;1.0
398.53796;50.0;2.0343565335323325e-84;1.0
402.33673;50.5;2.148637783507096e-79;1.0
406.13316;51.0;1.5685167531003013e-74;1.0
409.93214;51.5;8.02890077825363e-70;1.0
413.73369;52.0;2.8798537256662085e-65;1.0
417.52987;52.5;7.084238934717458e-61;1.0
421.32731;53.0;1.2171626993959092e-56;1.0
425.12158;53.5;1.4444911613860262e-52;1.0
428.90907;54.0;1.1752579295396867e-48;1.0
432.69609;54.5;6.661438521809862e-45;1.0
436.48354;55.0;2.6358087109487703e-41;1.0
440.27147;55.5;7.280511012095158e-38;1.0
444.06617;56.0;1.4209425880361717e-34;1.0
447.85389;56.5;1.9065499372097958e-31;1.0
451.63731;57.0;1.7704728699382289e-28;1.0
455.42415;57.5;1.154011565235399e-25;1.0
459.21182;58.0;5.2531859222388175e-23;1.0
462.99486;58.5;1.65626836573772e-20;1.0
466.78031;59.0;3.6569704391306286e-18;1.0
470.55442;59.5;5.551795589550757e-16;1.0
474.32873;60.0;5.894206488785338e-14;1.0
478.10582;60.5;4.38831563749454e-12;1.0
481.87747;61.0;2.2706051038407734e-10;1.0
485.65156;61.5;8.236118989173609e-9;1.0
489.42355;62.0;2.0851811512069664e-7;1.0
493.19251;62.5;3.684476680393011e-6;1.0
496.96454;63.0;4.564937470238484e-5;1.0
500.74402;63.5;0.000397137001960625;1.0
504.52424;64.0;0.002413893257034547;1.0
508.30342;64.5;0.010242770892506584;1.0
512.08816;65.0;0.030398700381624278;1.0
515.87489;65.5;0.06296766043475925;1.0
519.66547;66.0;0.09099099406917008;1.0
523.46282;66.5;0.09161396554681073;1.0
527.26785;67.0;0.06413718703312489;1.0
531.11107;67.5;0.030926950239771496;1.0
535.00133;68.0;0.010128576800997999;1.0
538.92818;68.5;0.002232163017149758;1.0
542.74282;69.0;0.000354451948762967;1.0
546.55013;69.5;3.922855889825353e-5;1.0
550.38302;70.0;2.961127798752085e-6;1.0
554.18429;70.5;1.5857878462675106e-7;1.0
557.93544;71.0;6.183441103878592e-9;1.0
561.66284;71.5;1.7340172241252326e-10;1.0
565.36965;72.0;3.508363363334549e-12;1.0
569.06301;72.5;5.107253405502732e-14;1.0
572.75413;73.0;5.292684253591196e-16;1.0
576.45703;73.5;3.8322642445365814e-18;1.0
580.16107;74.0;1.9628777944619998e-20;1.0
583.86165;74.5;7.161015981232918e-23;1.0
587.57162;75.0;1.8233687336820792e-25;1.0
591.28702;75.5;3.2543344595326022e-28;1.0
595.01128;76.0;4.039532763682967e-31;1.0
598.7338;76.5;3.55074264026699e-34;1.0
602.46202;77.0;2.1780961410118116e-37;1.0
606.19016;77.5;9.42414552512155e-41;1.0
609.92198;78.0;2.8523425672696986e-44;1.0
613.6602;78.5;5.994809623953002e-48;1.0
617.39442;79.0;8.954622495842328e-52;1.0
621.12911;79.5;9.41138716487884e-56;1.0
624.86455;80.0;6.953790810141622e-60;1.0
628.59634;80.5;3.654221795980913e-64;1.0
632.32544;81.0;1.3635148868287368e-68;1.0
636.05278;81.5;3.605652434361776e-73;1.0
639.77706;82.0;6.78668086398912e-78;1.0
643.49529;82.5;9.183948296699844e-83;1.0
647.21445;83.0;8.755321221943428e-88;1.0
650.93258;83.5;5.916126062020378e-93;1.0
654.64953;84.0;2.8357536976549162e-98;1.0
658.36834;84.5;9.544944090507535e-104;1.0
662.08907;85.0;2.2544140652452667e-109;1.0
665.81225;85.5;3.727191915908262e-115;1.0
669.52587;86.0;4.507134271571469e-121;1.0
673.23455;86.5;3.927442708054224e-127;1.0
676.93171;87.0;2.5337267272391358e-133;1.0
680.62133;87.5;1.1949234974121252e-139;1.0
684.30083;88.0;4.171967122137672e-146;1.0
687.97511;88.5;1.0594672551614973e-152;1.0
691.6386;89.0;2.006967972074985e-159;1.0
695.29824;89.5;2.7595800630504754e-166;1.0
698.95684;90.0;2.7228237870376644e-173;1.0
702.6104;90.5;1.963783329446367e-180;1.0
706.27711;91.0;9.528439359327776e-188;1.0
709.94662;91.5;3.254566951356737e-195;1.0
713.63249;92.0;7.324272960174213e-203;1.0
717.33109;92.5;1.1005585428946957e-210;1.0
721.03893;93.0;1.1196736507332254e-218;1.0
724.75496;93.5;7.734016885485888e-227;1.0
728.46765;94.0;3.842202107147457e-235;1.0
732.1838;94.5;1.3255634180666438e-243;1.0
735.89875;95.0;3.2534196099034028e-252;1.0
739.61251;95.5;5.682259454706464e-261;1.0
743.32685;96.0;6.995302602466476e-270;1.0
747.03878;96.5;6.172766605090046e-279;1.0
750.74775;97.0;3.919303853805097e-288;1.0
754.45156;97.5;1.81527320713428e-297;1.0
758.16385;98.0;5.663726632061711e-307;1.0
761.88054;98.5;1.21718027e-316;1.0
765.60308;99.0;0.0;1.0
769.32759;99.5;0.0;1.0
773.04714;100.0;0.0;1.0
776.76682;100.5;0.0;1.0
780.48636;101.0;0.0;1.0
784.20287;101.5;0.0;1.0
